question_id,question,answer,ideal_score,tfidf_cosine_score,tfidf_score_100,tfidf_2_3_ngram_score,bm25_score,wmd_score,nli_entailment_score,nli_contradiction_score,sbert_score,nli_score
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.","Arrays and linked lists are fundamental data structures used to store collections of elements. An array stores elements in contiguous memory locations, which allows constant-time access using an index, but makes insertion and deletion expensive because elements may need to be shifted. A linked list, on the other hand, stores elements in non-contiguous memory locations, where each node contains data and a reference to the next node, allowing efficient insertions and deletions but slower access since traversal is required. In terms of complexity, arrays provide O(1) access but O(n) insertion and deletion in the worst case, whereas linked lists provide O(n) access but O(1) insertion and deletion when the position is known. A real-world example where linked lists are better is a music playlist, where songs are frequently added or removed without the need for shifting all elements.",96,0.727169758,72.71697581,51.21733924,0.0,78.03506304,77.03191041946411,0.0065785214246716,97.11226224899292,77.02533189803944
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.","Arrays and linked lists are data structures used to store multiple values. Arrays store data in continuous memory, which makes accessing elements fast, but inserting or deleting elements costly. Linked lists store elements in separate memory locations connected using pointers, which makes insertion and deletion easier. Array access time is O(1), while linked list access time is O(n). Insertions and deletions are O(n) in arrays but O(1) in linked lists. Linked lists are useful in situations like implementing undo operations where frequent insertions and deletions are required.",87,0.456134222,45.61342217,16.56589169,78.19563396,65.12891723,98.98393154144289,0.7874691858887672,92.14969873428345,98.19646235555412
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.","An array is a collection of elements stored next to each other in memory, while a linked list stores elements using nodes that point to the next element. Arrays allow faster access, but linked lists allow easier insertion and deletion. In arrays, accessing elements takes constant time, but inserting elements can take linear time. In linked lists, accessing elements is slower. A linked list can be useful in applications like queues where elements are frequently added and removed.",78,0.271246569,27.12465689,4.455848089,88.21225097,61.21355458,99.63380098342896,0.0618065590970218,87.27338314056396,99.57199442433193
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.","Arrays and linked lists are used to store data. Arrays store elements in continuous memory, while linked lists store elements using pointers. Arrays are faster to access, and linked lists are easier to modify. For example, linked lists can be used in dynamic data storage.",64,0.41099202,41.099202,15.31243886,92.32760064,57.49840462,99.54025745391846,0.1138131483457982,86.25102043151855,99.42644430557266
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.","Arrays store multiple values in memory, and linked lists store values using nodes. Arrays are fast for access, and linked lists are good for insertion and deletion. Linked lists are useful when data changes often.",54,0.346738188,34.67381876,11.49352358,95.40088722,57.3685781,96.41428589820862,1.4117376878857613,88.53037357330322,95.00254821032286
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.",Arrays are data structures with elements stored together. Linked lists store elements separately. Arrays are fast. Linked lists are flexible.,42,0.331741953,33.1741953,11.26658755,98.01199224,52.42337599,98.2564389705658,0.4344189073890447,81.82762861251831,97.82202006317675
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.",Arrays and linked lists store data. Arrays are simple. Linked lists have pointers.,33,0.308372055,30.8372055,12.26064883,98.93560105,50.44062676,3.0223900452256203,96.8906581401825,77.93654203414917,0.0
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.",Arrays store data. Linked lists also store data. They are different.,22,0.248104792,24.8104792,7.676319745,99.4431239,50.49097254,97.00759053230286,0.5324150901287794,76.53000354766846,96.47517544217408
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.",Arrays and linked lists are data structures.,12,0.30417836,30.41783604,12.35874949,99.29077354,49.40557606,0.4303603433072567,0.193673325702548,74.17701482772827,0.2366870176047087
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.",I don't know arrays and linked lists.,0,0.21254567,21.254567,10.09301173,99.82115885,47.16536767,0.0124334066640585,99.98664855957033,67.47319102287292,0.0
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.","Time complexity is a measure of how an algorithm's running time grows as the size of the input increases, and it is significant because it helps compare algorithms independent of hardware or implementation details. Big-O notation is used to express time complexity by describing the upper bound of an algorithm's growth rate. For example, linear time O(n) occurs when an algorithm processes each element once, such as iterating through an array. Logarithmic time O(log n) appears in algorithms like binary search, where the input size is halved at each step. Quadratic time O(n²) is seen in nested loops, such as simple sorting algorithms like bubble sort. Worst-case analysis is usually preferred because it provides a guarantee on performance under all conditions, making systems more reliable and predictable.",94,0.541323721,54.13237207,23.87187119,45.94402437,72.48401097,20.079125463962555,0.0017859041690826,94.88861560821533,20.077339559793472
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.","Time complexity explains how the execution time of an algorithm increases with input size and is important for choosing efficient solutions. Big-O notation represents this growth rate in a simplified form. An O(n) algorithm runs once for each input element, O(log n) algorithms reduce the problem size step by step like binary search, and O(n²) algorithms involve nested iterations. Worst-case analysis is considered because it shows the maximum time an algorithm may take, which is important for performance-critical applications.",86,0.303545143,30.35451428,5.063327927,82.09467876,65.96617925,88.9691174030304,0.0154728521010838,87.96277642250061,88.95364455092931
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.","Time complexity measures how fast or slow an algorithm is depending on the input size. Big-O notation is used to represent time complexity. Linear time means the algorithm runs once per element, logarithmic time reduces the input size repeatedly, and quadratic time involves nested loops. Worst-case analysis is used because it shows the maximum time required by an algorithm",77,0.363967154,36.39671539,9.374781619,90.22805829,61.32269401,2.1828697994351387,0.0993076362647116,90.64213037490845,2.083562163170427
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.","Time complexity tells us how much time an algorithm takes. Big-O notation is used to describe it. O(n) means linear time, O(log n) is faster, and O(n²) is slower. Worst-case analysis helps understand the slowest performance.",65,0.242468361,24.2468361,5.485333482,96.24590877,55.77801595,0.2339266473427415,99.61504936218262,86.90568804740906,0.0
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.",Time complexity is about algorithm speed. Big-O notation shows how fast an algorithm runs. Examples include O(n) and O(n²). Worst-case analysis is used to check performance.,54,0.178784074,17.8784074,4.299730577,97.95805854,53.2140101,0.9031884372234344,0.3659144509583711,84.28035974502563,0.5372739862650633
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.",Time complexity shows how long an algorithm takes. Big-O notation explains it. Some algorithms are faster than others,45,0.176659599,17.66595989,2.295440409,99.1691721,52.72431973,99.23136830329896,0.1616270281374454,79.64550256729126,99.06974127516152
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.",Time complexity is related to algorithms. Big-O is used to represent it.,32,0.151241715,15.12417145,1.499369794,99.71997171,50.85079634,0.6260677706450224,0.0316997786285355,81.13442659378052,0.5943679920164869
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.",Time complexity tells about speed. Big-O is notation.,22,0.155312157,15.53121567,3.441669631,99.77782898,48.34766833,0.8533276617527008,6.419839709997177,74.77266788482666,0.0
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.",Time complexity is about time.,11,0.26150025,26.15002501,3.069875944,99.86226877,47.37289531,1.1089514009654522,1.0434099473059175,60.75283885002136,0.06554145365953468
Q3,"What is time complexity, and why is it significant in algorithm design? Describe Big-O notation and its role in indicating algorithm efficiency. Illustrate linear time, logarithmic time, and quadratic time complexities with simple examples and state the reasons for which worst-case analysis is usually considered when evaluating algorithms.",I don't know time complexity.,0,0.130473879,13.04738795,2.289418288,99.98469964,46.17939693,0.0148474719026125,99.9837875366211,59.316205978393555,0.0
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.","Compiled programming languages translate the entire source code into machine code before execution, producing an executable file that can run directly on the system. Interpreted languages execute code line by line at runtime using an interpreter. For example, C and C++ are compiled languages where the compiler converts source code into an executable, while Python and JavaScript are interpreted languages that rely on an interpreter. Just-In-Time compilation, used in languages like Java, combines both approaches by compiling frequently used code segments at runtime to improve performance. Interpreted languages are not always slower than compiled ones because modern interpreters and JIT compilers apply optimizations that can significantly improve execution speed.",97,0.73432179,73.43217901,46.28593504,43.68189283,74.11222742,99.6042013168335,0.00262830471911,96.82412147521973,99.60157301211439
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.","Compiled languages convert source code into machine code before execution, while interpreted languages run code line by line. Examples of compiled languages include C and Go, while Python and JavaScript are interpreted. JIT compilation improves performance by compiling code during execution. Interpreted languages are not always slower because runtime optimizations and JIT can make them efficient.",85,0.503959564,50.39595636,18.09073078,83.33342174,66.31370785,91.9535219669342,0.0055111708206823,84.68201160430908,91.94801079611352
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.","Compiled languages generate machine code before running, whereas interpreted languages execute code during runtime. C is an example of a compiled language and Python is an interpreted language. JIT compilation helps improve speed by compiling code when needed. Interpreted languages may be slower, but optimizations reduce the difference.",76,0.368934217,36.89342166,8.142212304,94.78098133,59.28109913,1.5991391614079475,0.0036206361983204,82.02318549156189,1.5955185252096271
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.","Compiled languages run faster because they are converted to machine code first, while interpreted languages run line by line. Examples include C for compiled and Python for interpreted. JIT compilation improves performance. Interpreted languages are sometimes slower.",65,0.35810874,35.810874,8.371155648,93.7619983,58.31044078,0.8137867785990238,0.0067257984483148,78.29018831253052,0.807060980150709
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.",Compiled languages are converted before execution. Interpreted languages are executed while running. Examples include C and Python. JIT helps improve speed.,53,0.234227049,23.42270492,3.930026073,97.27523123,54.21113732,2.2211531177163124,0.6172738503664732,79.78798151016235,1.6038792673498392
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.",Compiled languages use a compiler. Interpreted languages use an interpreter. Some languages use JIT.,42,0.191020511,19.10205108,3.031374053,99.28623338,50.64819862,99.90405440330504,0.0055804615840315,75.18748641014099,99.89847394172101
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.",Compiled languages are faster. Interpreted languages are slower.,31,0.320684934,32.06849341,9.385244533,99.49632365,49.84387657,99.9434530735016,0.0259884836850687,74.30271506309509,99.91746458981653
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.",Compiled and interpreted languages are different types.,22,0.211527328,21.15273282,3.873275525,99.50297366,49.55754638,4.719723016023636,0.3826241008937359,72.06815481185913,4.3370989151299
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.",Programming languages can be compiled or interpreted.,12,0.262440391,26.24403907,2.310813937,99.72902082,49.6028853,54.9914538860321,0.0082983780885115,75.93697905540466,54.983155507943586
Q4,"What separates compiled programming languages from interpreted ones? Illustrate with examples how a program's source code is converted and run in both scenarios. Give a few examples of languages from both categories, indicate the position of Just-In-Time (JIT) compilation in this classification, and finally comment on whether interpreted languages are perpetually slower than compiled ones and why.",I don't know the difference between compiled and interpreted languages.,0,0.186623306,18.66233056,3.387463672,99.84723645,49.07658601,3.095545805990696,96.89512252807616,78.9299488067627,0.0
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.","A process is an independent program in execution with its own memory space, while a thread is a lightweight unit of execution that exists within a process and shares its memory. Context switching is the mechanism by which the operating system saves the state of a running process or thread and restores the state of another so that multiple tasks can share the CPU efficiently. It is necessary to enable multitasking and responsive systems. Processes do not share memory by default, which makes them safer but heavier, whereas threads share the same memory space, making communication faster but requiring careful synchronization. Multithreading can significantly improve performance in applications like web servers, where multiple client requests can be handled concurrently.",94,0.568970087,56.89700867,28.84642826,34.67112176,76.12497234,98.34837317466736,0.0105808438092935,97.9469358921051,98.33779233085806
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.","A process is a running program with its own resources, while a thread is a smaller execution unit inside a process that shares memory with other threads. Context switching allows the CPU to switch between processes or threads so that multiple tasks appear to run at the same time. Processes have separate memory spaces, but threads share memory, which makes threads faster to communicate. Multithreading improves performance in applications such as file download managers that perform multiple downloads simultaneously.",87,0.309101027,30.91010274,10.27966885,79.02599899,64.22207071,99.8658299446106,0.0499026849865913,93.93017292022705,99.815927259624
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.","Processes and threads are both execution units, but processes are heavier and have separate memory, while threads share memory within a process. Context switching helps the operating system run multiple tasks by switching between them. Threads share memory, so they are faster than processes. Multithreading is useful in applications like video streaming or games.",76,0.290198114,29.01981145,6.496808199,92.45540308,59.5044362,99.91260170936584,0.0175383174791932,92.02101826667786,99.89506339188665
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.","A process is a program in execution, and a thread runs inside a process. Context switching is switching between tasks. Processes have separate memory, and threads share memory. Multithreading helps applications run faster.",66,0.275220828,27.5220828,5.729908804,95.9372078,55.42088796,0.554288737475872,0.0129374719108454,89.44236040115356,0.5413512655650267
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.",Processes and threads are used to run programs. Threads are smaller than processes. Context switching allows switching between them. Threads share memory. Multithreading can improve performance.,58,0.194520572,19.45205719,4.509699799,99.34831991,51.51159182,0.553091848269105,0.0228267163038253,88.0746603012085,0.5302651319652797
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.",A process runs a program. A thread is part of a process. Context switching changes tasks. Threads share memory.,44,0.228830118,22.88301176,5.758923395,98.4253837,50.76064239,0.4030003678053617,0.006898942956468,88.89244198799133,0.3961014248488937
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.",Processes and threads are different. Threads are smaller.,36,0.077657817,7.765781725,0.0,99.88459952,46.05146774,97.95122146606444,0.143604096956551,65.91054201126099,97.80761736910789
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.",A process and thread are parts of a program.,23,0.077396936,7.739693582,0.0,99.54419186,45.91960885,0.434556882828474,0.0237653701333329,69.4292426109314,0.4107915126951411
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.",Process and thread are operating system terms.,14,0.077396936,7.739693582,0.0,99.73124107,46.68235242,0.4121450241655111,0.0204237134312279,73.06303977966309,0.3917213107342832
Q5,"An operating system process is a program in execution, and it differs from a thread in that a thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler. Describe context switching and its necessity. Elaborate on the differences in memory sharing between processes and threads and provide an instance where the use of multithreading can dramatically enhance the performance of an application.",I don't know about processes and threads.,0,0.055502799,5.550279934,0.0,99.91327179,45.63079437,0.0103714803117327,99.98880624771118,68.71240139007568,0.0
Q6,"Database normalization is a technique of organizing data in a database to minimize redundancy and dependency. Explain simply the first, second, and third normal forms. Also, discuss the disadvantages of excessive normalization and explain situations where denormalization may be a better design choice.","Database normalization is the process of structuring a database to reduce data redundancy and improve data integrity. The first normal form ensures that all table attributes contain atomic values and there are no repeating groups. The second normal form builds on this by removing partial dependencies, meaning non-key attributes depend on the entire primary key. The third normal form removes transitive dependencies so that non-key attributes depend only on the primary key. While normalization improves consistency, excessive normalization can lead to complex queries and performance overhead due to multiple joins. In read-heavy systems such as analytics platforms or reporting dashboards, denormalization is often preferred to improve query performance.",97,0.733961907,73.39619067,49.71490737,26.29756134,78.6192144,95.13331055641174,0.0094826500571798,94.32585835456848,95.12382790635456
Q6,"Database normalization is a technique of organizing data in a database to minimize redundancy and dependency. Explain simply the first, second, and third normal forms. Also, discuss the disadvantages of excessive normalization and explain situations where denormalization may be a better design choice.","Normalization organizes database tables to avoid duplication and maintain consistency. First normal form ensures single-valued attributes, second normal form removes partial dependency on a composite key, and third normal form removes dependency between non-key attributes. Over-normalization can slow down queries and make database design complex. Denormalization can be useful in systems where fast reads are more important than strict normalization, such as e-commerce product catalogs.",88,0.331501232,33.15012324,15.42566472,92.26523037,58.78336435,78.34444046020508,0.0124274039990268,92.52452254295349,78.33201305620605
Q6,"Database normalization is a technique of organizing data in a database to minimize redundancy and dependency. Explain simply the first, second, and third normal forms. Also, discuss the disadvantages of excessive normalization and explain situations where denormalization may be a better design choice.","Database normalization reduces redundancy in tables. First normal form removes repeating values, second normal form removes partial dependency, and third normal form removes transitive dependency. Too much normalization can cause performance issues due to many joins. Denormalization is used when faster access is needed.",76,0.323392036,32.33920364,18.41442067,90.45250486,56.84794803,1.6534723341464996,0.007715962419752,88.49670886993408,1.6457563717267476
